NO;NIM;NILAI_ANGKA;NILAI_HURUF;NILAI_INDEKS;NAMA_KURIKULUM;PERIODE;NAMA_KELAS;KODE_MATA_KULIAH;NAMA_MATA_KULIAH;SKS_MATA_KULIAH;JENIS_MATA_KULIAH
;A1C615018;7.01;E;0;Pendidikan Ilmu Komputer 2013;20161;A2;ABKC6101;Matematika Dasar 1;3;1
