PERIODE;NIM;STATUS_MAHASISWA;IP_SEMESTER;SKS_SEMESTER;IPK;SKS_TOTAL;Terakhir_Update
20141;A1C614201;A;2.725;20;2.725;20;08:09 03/09/2020
